0;0.25281672;-2.1871394e-16
1;0.021932372;0.015801248
2;-0.0054779014;0.0020139340
3;0.0016078389;0.0085906716
4;0.065397287;-0.0063974922
5;0.31802573;0.93807460
6;-0.052732522;0.014343082
7;0.020559609;-0.010851442
8;-0.029246458;0.014980015
9;0.029268825;-0.041907278
10;0.017237188;-0.0097761093
11;0.0027073489;0.0081072036
12;-0.017288680;-0.026416272
13;0.021591390;-0.034459671
14;0.0050772052;0.013081495
15;0.020409240;0.0012569156
16;-0.0029468458;0.0068939573
17;-0.010959271;0.0024276233
18;0.0056536030;-0.0037945533
19;-0.0037379580;-0.015512170
20;0.0011521670;-0.0063575049
21;0.015280213;-0.028202158
22;0.012780866;-0.00012354976
23;0.042423981;-0.0096280840
24;-0.0052375700;-0.0055153999
25;0.036877124;0.0042262387
26;-0.018907017;0.014099556
27;-0.0049954195;-0.049562881
28;0.025382308;-0.0045782144
29;0.021290932;-0.011478943
30;0.023293007;-0.025501586
31;-0.023612815;0.0011756207
32;0.031247726;-0.0018373638
33;0.010494660;0.0024855311
34;-0.034049917;-0.044882991
35;0.057313971;-0.0087357209
36;0.030043195;-0.032702448
37;-0.00096059544;-0.0092023252
38;-0.011967312;-0.033143336
39;-0.018189044;-0.0093464824
40;-0.023795436;-0.0059919036
41;-0.028462178;0.012652508
42;-0.020964241;0.0024519313
43;-0.026049722;-0.0014523282
44;-0.021561602;0.016444394
45;0.010930920;0.033457990
46;-0.0035676064;0.0097149790
47;-0.025583699;0.014960423
48;0.022055617;-0.027952301
49;-0.010288960;0.00089063854
