-14.3127;-28.9634
-14.2255;-28.7427
-14.1382;-28.5826
-14.0509;-28.4822
-13.9636;-28.4405
-13.8764;-28.4209
-13.7891;-28.4007
-13.7018;-28.3826
-13.6145;-28.3647
-13.5273;-28.3471
-13.44;-28.3296
-13.3527;-28.3146
-13.2655;-28.3009
-13.1782;-28.2875
-13.0909;-28.2742
-13.0036;-28.2611
-12.9164;-28.2482
-12.8291;-28.2355
-12.7418;-28.2229
-12.6545;-28.2105
-12.5673;-28.1983
-12.48;-28.1863
-12.3927;-28.1743
-12.3055;-28.1631
-12.2182;-28.1523
-12.1309;-28.1416
-12.0436;-28.1312
-11.9564;-28.1222
-11.8691;-28.1214
-11.7818;-28.1213
-11.6945;-28.1216
-11.6073;-28.1221
-11.52;-28.1228
-11.4327;-28.1236
-11.3455;-28.1245
-11.2582;-28.1256
-11.1709;-28.127
-11.0836;-28.1305
-10.9964;-28.134
-10.9091;-28.1377
-10.8218;-28.1415
-10.7345;-28.1455
-10.6473;-28.1495
-10.56;-28.1537
-10.4727;-28.1579
-10.3855;-28.1623
-10.2982;-28.1668
-10.2109;-28.1715
-10.1236;-28.181
-10.0364;-28.1956
-9.94909;-28.2104
-9.86182;-28.2253
-9.77455;-28.2422
-9.68727;-28.2599
-9.6;-28.2778
-9.51273;-28.2959
-9.42545;-28.3142
-9.33818;-28.3325
-9.25091;-28.3508
-9.16364;-28.3693
-9.07636;-28.3879
-8.98909;-28.4065
-8.90182;-28.4256
-8.81455;-28.4458
-8.72727;-28.466
-8.64;-28.4866
-8.55273;-28.5071
-8.46545;-28.5278
-8.37818;-28.5535
-8.29091;-28.5869
-8.20364;-28.6203
-8.11636;-28.6536
-8.02909;-28.6869
-7.94182;-28.7203
-7.85455;-28.754
-7.76727;-28.7876
-7.68;-28.822
-7.59273;-28.8579
-7.50545;-28.8937
-7.41818;-28.9297
-7.33091;-28.9657
-7.24364;-29.0018
-7.15636;-29.038
-7.06909;-29.0742
-6.98182;-29.1104
-6.89455;-29.1465
-6.80727;-29.1825
-6.72;-29.2185
-6.63273;-29.2726
-6.54545;-29.3278
-6.45818;-29.3827
-6.37091;-29.4374
-6.28364;-29.4919
-6.19636;-29.5463
-6.10909;-29.6005
-6.02182;-29.6545
-5.93455;-29.7087
-5.84727;-29.7626
-5.76;-29.8165
-5.67273;-29.8702
-5.58545;-29.9237
-5.49818;-29.9784
-5.41091;-30.0335
-5.32364;-30.0885
-5.23636;-30.1434
-5.14909;-30.1982
-5.06182;-30.258
-4.97455;-30.3411
-4.88727;-30.4235
-4.8;-30.5054
-4.71273;-30.5867
-4.62545;-30.6673
-4.53818;-30.747
-4.45091;-30.826
-4.36364;-30.8853
-4.27636;-31.0148
-4.18909;-31.2372
-4.10182;-31.547
-4.01455;-31.8982
-3.92727;-29.7397
-3.84;-30.2967
-3.75273;-30.8855
-3.66545;-31.5463
-3.57818;-32.2827
-3.49091;-33.0949
-3.40364;-33.9827
-3.31636;-34.948
-3.22909;-35.9893
-3.14182;-37.1041
-3.05455;-38.2915
-2.96727;-39.5502
-2.88;-40.8787
-2.79273;-42.2751
-2.70545;-43.7372
-2.61818;-45.2616
-2.53091;-46.8437
-2.44364;-48.4749
-2.35636;-50.132
-2.26909;-50.5452
-2.18182;-50.499
-2.09455;-50.4532
-2.00727;-50.4077
-1.92;-50.3626
-1.83273;-50.318
-1.74545;-50.2739
-1.65818;-50.2302
-1.57091;-50.187
-1.48364;-49.2611
-1.39636;-47.8385
-1.30909;-46.4659
-1.22182;-45.1558
-1.13455;-43.9143
-1.04727;-42.7414
-0.96;-41.6377
-0.872727;-40.6039
-0.785455;-39.6412
-0.698182;-38.75
-0.610909;-37.9299
-0.523636;-37.1805
-0.436364;-36.501
-0.349091;-35.8911
-0.261818;-35.3502
-0.174545;-34.8775
-0.0872727;-34.4725
-0;-34.1343
0.0872727;-33.8621
0.174545;-33.6549
0.261818;-33.5119
0.349091;-33.4321
0.436364;-33.4143
0.523636;-33.3772
0.610909;-33.3355
0.698182;-33.2954
0.785455;-33.2553
0.872727;-33.2151
0.96;-33.1749
1.04727;-33.1357
1.13455;-33.0975
1.22182;-33.0592
1.30909;-33.0209
1.39636;-32.9825
1.48364;-32.944
1.57091;-32.9055
1.65818;-32.8668
1.74545;-32.8281
1.83273;-32.7894
1.92;-32.7507
2.00727;-32.7118
2.09455;-32.6746
2.18182;-32.6378
2.26909;-32.601
2.35636;-32.5642
2.44364;-32.5278
2.53091;-32.5036
2.61818;-32.4794
2.70545;-32.4555
2.79273;-32.4315
2.88;-32.4075
2.96727;-32.3835
3.05455;-32.3595
3.14182;-32.3355
3.22909;-32.3115
3.31636;-32.2885
3.40364;-32.2656
3.49091;-32.2427
3.57818;-32.2197
3.66545;-32.1967
3.75273;-32.1736
3.84;-32.1505
3.92727;-32.1273
4.01455;-32.104
4.10182;-32.0808
4.18909;-32.0575
4.27636;-32.036
4.36364;-32.0191
4.45091;-32.0024
4.53818;-31.9857
4.62545;-31.9752
4.71273;-31.9656
4.8;-31.9561
4.88727;-31.9469
4.97455;-31.9376
5.06182;-31.9283
5.14909;-31.919
5.23636;-31.9098
5.32364;-31.9005
5.41091;-31.8911
5.49818;-31.882
5.58545;-31.8734
5.67273;-31.8648
5.76;-31.8563
5.84727;-31.8478
5.93455;-31.8393
6.02182;-31.8325
6.10909;-31.8308
6.19636;-31.8291
6.28364;-31.8272
6.37091;-31.8252
6.45818;-31.8239
6.54545;-31.823
6.63273;-31.822
6.72;-31.8239
6.80727;-31.8288
6.89455;-31.8336
6.98182;-31.8388
7.06909;-31.8441
7.15636;-31.8495
7.24364;-31.8549
7.33091;-31.8603
7.41818;-31.8657
7.50545;-31.871
